,game_id,genre_id
1127,1181880,25
1128,1181880,23
1129,1181880,3
1130,1181880,2
1131,1181910,25
1132,1181910,4
1133,1182020,37
1134,1182020,28
1135,1182020,18
1136,1182020,70
1137,1182090,4
1138,1182090,23
1139,1182110,4
1140,1182110,23
1141,1182110,28
1142,1182110,70
1143,1182200,25
1144,1182200,4
1145,1182200,23
1146,1181330,1
1147,1181330,25
1148,1181330,23
1149,1181400,25
1150,1181400,4
1151,1181400,23
1152,1181440,1
1153,1181440,25
1154,1181440,23
1155,1181440,28
1156,1181440,70
1157,1181470,25
1158,1181470,4
1159,1181470,23
1160,1181510,1
1161,1181510,25
1162,1181510,23
1163,1181510,3
1164,1181520,1
1165,1181570,25
1166,1181570,23
1167,1181600,1
1168,1181600,23
1169,1181750,25
1170,1181750,4
1171,1181750,23
1172,1181750,28
1173,1181750,18
1174,1180820,1
1175,1180820,4
1176,1180820,23
1177,1180820,9
1178,1180900,23
1179,1180900,28
1180,1180900,2
1181,1180940,4
1182,1180940,23
1183,1180940,3
1184,1180940,2
1185,1180960,1
1186,1180960,23
1187,1180970,25
1188,1180970,4
1189,1180970,23
1190,1181000,1
1191,1181000,23
1192,1181020,1
1193,1181020,23
1194,1181020,70
1195,1181030,4
1196,1181030,28
1197,1181070,4
1198,1181070,23
1199,1181120,25
1200,1181120,4
1201,1181120,23
1202,1181130,25
1203,1181130,4
1204,1181130,23
1205,1181130,3
1206,1181130,28
1207,1181130,18
1208,1181220,4
1209,1181220,23
1210,1181270,4
1211,1181270,23
1212,1181270,28
1213,1181270,18
1214,1181280,1
1215,1181280,25
1216,1181280,23
1217,1181290,4
1218,1181290,23
1219,1181290,3
1220,1181290,28
1221,1180370,23
1222,1180370,3
1223,1180420,4
1224,1180420,23
1225,1180420,2
1226,1180450,1
1227,1180450,25
1228,1180450,23
1229,1180540,4
1230,1180540,23
1231,1180540,2
1232,1180550,1
1233,1180550,25
1234,1180550,23
1235,1180560,54
1236,1180610,4
1237,1180610,23
1238,1180620,1
1239,1180620,4
1240,1180620,23
1241,1180650,1
1242,1180650,25
1243,1180650,23
1244,1180650,28
1245,1180650,70
1246,1180690,1
1247,1180690,25
1248,1180690,23
1249,1180700,4
1250,1180700,23
1251,1179880,1
1252,1179880,23
1253,1180000,1
1254,1180000,4
1255,1180070,1
1256,1180070,23
1257,1180070,70
1258,1180110,1
1259,1180110,4
1260,1180110,23
1261,1180190,23
1262,1180190,2
1263,1180250,4
1264,1180250,23
1265,1180270,25
1266,1180270,23
1267,1180330,25
1268,1180330,4
1269,1179540,1
1270,1179540,25
1271,1179540,4
1272,1179560,1
1273,1179560,25
1274,1179560,4
1275,1179560,23
1276,1179560,28
1277,1179570,1
1278,1179570,23
1279,1179570,70
1280,1179620,25
1281,1179620,23
1282,1179790,1
1283,1179790,25
1284,1179790,23
1285,1179840,1
1286,1179840,25
1287,1179840,23
1288,1179840,29
1289,1179840,3
1290,1179840,70
1291,1179170,25
1292,1179170,4
1293,1179170,23
1294,1179190,25
1295,1179190,23
1296,1179190,3
1297,1179190,28
1298,1179190,2
1299,1179210,1
1300,1179210,4
1301,1179210,23
1302,1179210,28
1303,1179300,50
1304,1179340,1
1305,1179340,4
1306,1179340,23
1307,1179390,28
1308,1179390,2
1309,1179410,1
1310,1179410,25
1311,1179410,4
1312,1179410,23
1313,1179410,3
1314,1179420,28
1315,1179420,18
1316,1179460,1
1317,1179460,25
1318,1179460,4
1319,1179460,23
1320,1179500,1
1321,1179500,23
1322,1178880,1
1323,1178880,25
1324,1178880,4
1325,1179060,1
1326,1179060,23
1327,1178380,1
1328,1178380,23
1329,1178400,28
1330,1178400,18
1331,1178400,2
1332,1178430,23
1333,1178430,18
1334,1178460,57
1335,1178460,70
1336,1178480,1
1337,1178480,23
1338,1178480,3
1339,1178500,4
1340,1178500,23
1341,1178500,28
1342,1178500,2
1343,1178510,4
1344,1178510,23
1345,1178510,28
1346,1178510,2
1347,1178570,54
1348,1178680,4
1349,1178680,23
1350,1178690,4
1351,1178690,23
1352,1178690,2
1353,1178710,4
1354,1178710,23
1355,1178710,28
1356,1178780,1
1357,1178780,28
1358,1178780,2
1359,1178780,70
1360,1178790,3
1361,1177890,23
1362,1177950,23
1363,1177950,28
1364,1177950,2
1365,1177990,25
1366,1177990,4
1367,1177990,2
1368,1178000,25
1369,1178000,4
1370,1178000,23
1371,1178020,25
1372,1178060,1
1373,1178060,25
1374,1178060,4
1375,1178060,23
1376,1178060,3
1377,1178120,25
1378,1178120,23
1379,1178120,3
1380,1178140,1
1381,1178140,25
1382,1178140,23
1383,1178150,25
1384,1178150,3
1385,1178150,28
1386,1178150,2
1387,1178180,23
1388,1178200,1
1389,1178200,25
1390,1178200,23
1391,1178200,29
1392,1178200,3
1393,1178210,25
1394,1178210,23
1395,1178210,3
1396,1178210,2
1397,1178220,2
1398,1178280,51
1399,1178280,52
1400,1178280,53
1401,1178280,57
1402,1178280,70
1403,1178290,1
1404,1178290,23
1405,1178310,23
1406,1178330,1
1407,1178330,25
1408,1178330,4
1409,1178330,23
1410,1178330,28
1411,1178330,2
1412,1177660,25
1413,1177660,23
1414,1177690,25
1415,1177690,3
1416,1177690,28
1417,1177720,25
1418,1177720,4
1419,1177720,37
1420,1177720,23
1421,1177810,1
1422,1177810,4
1423,1177810,23
1424,1177850,1
1425,1177850,25
1426,1177850,4
1427,1177850,23
1428,1177850,3
1429,1177850,28
1430,1177850,2
1431,1177850,70
1432,1177350,1
1433,1177350,25
1434,1177350,23
1435,1177400,25
1436,1177400,23
1437,1177400,3
1438,1177400,28
1439,1177420,25
1440,1177420,4
1441,1177420,23
1442,1177420,3
1443,1177420,28
1444,1177460,1
1445,1177460,23
1446,1177510,1
1447,1177510,4
1448,1177510,23
1449,1177510,28
1450,1177610,1
1451,1177610,23
1452,1177610,70
1453,1176970,4
1454,1176970,23
1455,1176970,28
1456,1176970,18
1457,1176970,70
1458,1176990,1
1459,1176990,23
1460,1177000,2
1461,1177020,25
1462,1177020,9
1463,1177030,1
1464,1177030,25
1465,1177030,3
1466,1177080,1
1467,1177080,4
1468,1177080,23
1469,1177110,25
1470,1177110,4
1471,1177110,23
1472,1177130,4
1473,1177170,4
1474,1177170,23
1475,1176850,1
1476,1176850,25
1477,1176850,4
1478,1176850,23
1479,1176850,28
1480,1176890,4
1481,1176890,28
1482,1176440,4
1483,1176440,23
1484,1176460,1
1485,1176460,25
1486,1176460,23
1487,1176480,4
1488,1176480,23
1489,1176480,2
1490,1176580,28
1491,1176590,25
1492,1176590,3
1493,1176590,28
1494,1176590,2
1495,1176360,1
1496,1176360,23
1497,1175900,1
1498,1175900,23
1499,1175930,1
1500,1175930,25
1501,1175930,23
1502,1175930,29
1503,1175930,3
1504,1175930,28
1505,1175930,70
1506,1175950,4
1507,1175950,23
1508,1175950,3
1509,1175950,28
1510,1175980,23
1511,1175980,28
1512,1175980,2
1513,1176040,23
1514,1176040,3
1515,1176050,4
1516,1176050,23
1517,1176050,3
1518,1176050,28
1519,1176050,70
1520,1176160,4
1521,1176160,23
1522,1176160,28
1523,1176170,1
1524,1176170,25
1525,1176190,4
1526,1176190,23
1527,1176190,28
1528,1175470,1
1529,1175470,25
1530,1175470,4
1531,1175470,23
1532,1175470,9
1533,1175470,3
1534,1175470,28
1535,1175470,18
1536,1175470,2
1537,1175480,23
1538,1175490,1
1539,1175490,25
1540,1175490,23
1541,1175490,70
1542,1175500,1
1543,1175500,25
1544,1175500,23
1545,1175500,28
1546,1175510,1
1547,1175510,23
1548,1175550,4
1549,1175550,2
1550,1175590,1
1551,1175590,23
1552,1175640,1
1553,1175640,4
1554,1175640,23
1555,1175640,9
1556,1175640,28
1557,1175650,1
1558,1175650,25
1559,1175650,23
1560,1175650,9
1561,1175720,1
1562,1175720,4
1563,1175720,23
1564,1175720,29
1565,1175720,2
1566,1175830,1
1567,1175830,3
1568,1175880,1
1569,1175880,28
1570,1175880,2
1571,1174980,52
1572,1174980,53
1573,1174980,57
1574,1174990,4
1575,1174990,23
1576,1175060,4
1577,1175060,23
1578,1175060,28
1579,1175070,1
1580,1175070,25
1581,1175070,23
1582,1175070,2
1583,1175080,57
1584,1175080,60
1585,1175140,1
1586,1175140,4
1587,1175140,37
1588,1175140,23
1589,1175140,9
1590,1175160,25
1591,1175160,4
1592,1175160,23
1593,1175170,25
1594,1175170,4
1595,1175170,23
1596,1175190,1
1597,1175200,1
1598,1175200,25
1599,1175200,23
1600,1175200,29
1601,1175250,1
1602,1175250,4
1603,1175250,23
1604,1175250,2
1605,1175360,1
1606,1175360,23
1607,1175360,70
1608,1175390,51
1609,1175390,53
1610,1175390,57
1611,1175390,70
1612,1175420,25
1613,1175420,4
1614,1175420,23
1615,1175430,1
1616,1175430,25
1617,1175430,4
1618,1175430,23
1619,1174670,1
1620,1174670,25
1621,1174670,23
1622,1174670,2
1623,1174690,4
1624,1174690,3
1625,1174720,1
1626,1174720,23
1627,1174720,28
1628,1174720,2
1629,1174780,1
1630,1174780,25
1631,1174780,23
1632,1174780,28
1633,1174780,70
1634,1174810,1
1635,1174810,25
1636,1174810,4
1637,1174810,23
1638,1174810,3
1639,1174830,25
1640,1174830,4
1641,1174830,23
1642,1174830,3
1643,1174860,56
1644,1174860,57
1645,1174890,23
1646,1174890,2
1647,1174890,70
1648,1174170,25
1649,1174170,4
1650,1174170,23
1651,1174260,23
1652,1174320,25
1653,1174320,2
1654,1174390,1
1655,1174390,25
1656,1174390,23
1657,1174390,3
1658,1174400,25
