,game-id,platforms
1117,1161650,2
1118,1161650,3
1119,1160700,1
1120,1160780,1
1121,1160790,1
1122,1160800,1
1123,1160820,1
1124,1160820,2
1125,1160850,1
1126,1160870,1
1127,1160880,1
1128,1160900,1
1129,1160950,1
1130,1160950,2
1131,1160950,3
1132,1160980,1
1133,1160980,3
1134,1161120,1
1135,1161180,1
1136,1161190,1
1137,1160410,1
1138,1160440,1
1139,1160440,2
1140,1160480,1
1141,1160500,1
1142,1160580,1
1143,1160610,1
1144,1160620,1
1145,1160670,1
1146,1160100,1
1147,1160190,1
1148,1160330,1
1149,1160360,1
1150,1159640,1
1151,1159680,1
1152,1159700,1
1153,1159770,1
1154,1159890,1
1155,1159940,1
1156,1160020,1
1157,1160040,1
1158,1160040,2
1159,1160040,3
1160,1160050,1
1161,1159360,1
1162,1159450,1
1163,1159480,1
1164,1159500,1
1165,1159500,2
1166,1159500,3
1167,1159520,1
1168,1159520,3
1169,1159540,1
1170,1159590,1
1171,1159610,1
1172,1158820,1
1173,1158830,1
1174,1158840,1
1175,1158840,2
1176,1158850,1
1177,1158910,1
1178,1158970,1
1179,1159020,1
1180,1159260,1
1181,1158310,1
1182,1158310,2
1183,1158310,3
1184,1158320,1
1185,1158390,1
1186,1158410,1
1187,1158430,1
1188,1158430,2
1189,1158430,3
1190,1158470,1
1191,1158470,3
1192,1158650,1
1193,1158690,1
1194,1158720,1
1195,1157850,1
1196,1157850,3
1197,1157860,1
1198,1157860,3
1199,1157890,1
1200,1157910,1
1201,1157940,1
1202,1157980,1
1203,1158010,1
1204,1158150,1
1205,1158230,1
1206,1158260,1
1207,1158280,1
1208,1158290,1
1209,1158290,2
1210,1157620,1
1211,1157620,2
1212,1157620,3
1213,1157640,1
1214,1157640,2
1215,1157640,3
1216,1157650,1
1217,1157670,1
1218,1157750,1
1219,1157780,1
1220,1157810,1
1221,1157820,1
1222,1156910,1
1223,1156980,1
1224,1156980,2
1225,1156980,3
1226,1157010,1
1227,1157040,1
1228,1157080,1
1229,1157120,1
1230,1157220,1
1231,1157220,3
1232,1157260,1
1233,1157300,1
1234,1157320,1
1235,1157340,1
1236,1156420,1
1237,1156550,1
1238,1156550,3
1239,1156590,1
1240,1156630,1
1241,1156630,2
1242,1156630,3
1243,1156640,1
1244,1156640,3
1245,1156650,1
1246,1156670,1
1247,1156670,3
1248,1156680,1
1249,1156730,1
1250,1156780,1
1251,1156810,1
1252,1156900,1
1253,1155930,1
1254,1155940,1
1255,1155950,1
1256,1155960,1
1257,1155980,1
1258,1155990,1
1259,1156000,1
1260,1156000,2
1261,1156030,1
1262,1156050,1
1263,1156120,1
1264,1156120,3
1265,1156130,1
1266,1156130,2
1267,1156200,1
1268,1156250,1
1269,1156360,1
1270,1155460,1
1271,1155460,2
1272,1155480,1
1273,1155490,1
1274,1155490,2
1275,1155500,1
1276,1155560,1
1277,1155620,1
1278,1155660,1
1279,1155670,1
1280,1155680,1
1281,1155720,1
1282,1155720,2
1283,1155720,3
1284,1155790,1
1285,1155800,1
1286,1155810,1
1287,1155830,1
1288,1155880,1
1289,1155880,2
1290,1155910,1
1291,1155910,2
1292,1155920,1
1293,1154990,1
1294,1155090,1
1295,1155130,1
1296,1155230,1
1297,1155290,1
1298,1155340,1
1299,1155410,1
1300,1155410,3
1301,1155420,1
1302,1154560,1
1303,1154560,2
1304,1154640,1
1305,1154650,1
1306,1154680,1
1307,1154700,1
1308,1154730,1
1309,1154790,1
1310,1154810,1
1311,1154840,1
1312,1154850,1
1313,1154940,1
1314,1154940,2
1315,1154080,1
1316,1154080,2
1317,1154110,1
1318,1154110,2
1319,1154110,3
1320,1154160,1
1321,1154210,1
1322,1154290,1
1323,1154300,1
1324,1154300,3
1325,1154340,1
1326,1154480,1
1327,1154490,1
1328,1153550,1
1329,1153570,1
1330,1153670,1
1331,1153690,1
1332,1153700,1
1333,1153730,1
1334,1153840,1
1335,1153850,1
1336,1153850,2
1337,1153860,1
1338,1153890,1
1339,1153930,1
1340,1153980,1
1341,1153980,2
1342,1153990,1
1343,1154010,1
1344,1153200,1
1345,1153220,1
1346,1153250,1
1347,1153260,1
1348,1153330,1
1349,1153370,1
1350,1153370,2
1351,1153430,1
1352,1153460,1
1353,1153470,1
1354,1152670,1
1355,1152800,1
1356,1152810,1
1357,1152820,1
1358,1152830,1
1359,1152840,1
1360,1152900,1
1361,1152920,1
1362,1152950,1
1363,1153040,1
1364,1153040,2
1365,1153040,3
1366,1153070,1
1367,1153100,1
1368,1153110,1
1369,1152160,1
1370,1152300,1
1371,1152310,1
1372,1152320,1
1373,1152360,1
1374,1152420,1
1375,1152440,1
1376,1152450,1
1377,1152450,2
1378,1152450,3
1379,1152480,1
1380,1152540,1
1381,1152580,1
1382,1152580,2
1383,1152640,1
1384,1151770,1
1385,1151840,1
1386,1151930,1
1387,1151940,1
1388,1152020,1
1389,1152040,1
1390,1152050,1
1391,1152050,2
1392,1152050,3
1393,1152090,1
1394,1152120,1
1395,1151310,1
1396,1151400,1
1397,1151400,2
1398,1151430,1
1399,1151430,2
1400,1151440,1
1401,1151450,1
1402,1151500,1
1403,1151580,1
1404,1151600,1
1405,1151620,1
1406,1151630,1
1407,1151650,1
1408,1151670,1
1409,1151680,1
1410,1151740,1
1411,1151750,1
1412,1150790,1
1413,1150800,1
1414,1150810,1
1415,1150890,1
1416,1150950,1
1417,1150950,2
1418,1151080,1
1419,1151080,2
1420,1151080,3
1421,1151120,1
1422,1151160,1
1423,1151180,1
1424,1151180,2
1425,1151180,3
1426,1151200,1
1427,1151250,1
1428,1150270,1
1429,1150310,1
1430,1150400,1
1431,1150400,2
1432,1150460,1
1433,1150500,1
1434,1150500,2
1435,1150500,3
1436,1150540,1
1437,1150550,1
1438,1150580,1
1439,1150590,1
1440,1150610,1
1441,1150620,1
1442,1150720,1
1443,1150730,1
1444,1150730,2
1445,1150730,3
1446,1149930,1
1447,1150070,1
1448,1150070,2
1449,1150070,3
1450,1150090,1
1451,1150090,2
1452,1150090,3
1453,1150130,1
1454,1150160,1
1455,1149440,1
1456,1149510,1
1457,1149550,1
1458,1149580,1
1459,1149580,2
1460,1149580,3
1461,1149590,1
1462,1149660,1
1463,1149690,1
1464,1149690,2
1465,1149690,3
1466,1149700,1
1467,1149710,1
1468,1149860,1
1469,1149860,2
1470,1149860,3
1471,1149080,1
1472,1149090,1
1473,1149120,1
1474,1149190,1
1475,1149200,1
1476,1149200,3
1477,1149210,1
1478,1149220,1
1479,1149370,1
1480,1148550,1
1481,1148550,2
1482,1148590,1
1483,1148620,1
1484,1148650,1
1485,1148670,1
1486,1148670,3
1487,1148680,1
1488,1148680,3
1489,1148710,1
1490,1148730,1
1491,1148730,2
1492,1148730,3
1493,1148740,1
1494,1148750,1
1495,1148750,3
1496,1148770,1
1497,1148770,2
1498,1148890,1
1499,1148910,1
1500,1148920,1
1501,1148930,1
1502,1148940,1
1503,1148960,1
1504,1148980,1
1505,1148080,1
1506,1148080,2
1507,1148090,1
1508,1148090,2
1509,1148150,1
1510,1148150,2
1511,1148260,1
1512,1148260,2
1513,1148270,1
1514,1148270,3
1515,1148290,1
1516,1148290,2
1517,1148290,3
1518,1148320,1
1519,1148360,1
1520,1148430,1
1521,1148450,1
1522,1148450,2
1523,1148460,1
1524,1148470,1
1525,1148480,1
1526,1148500,1
1527,1148500,3
1528,1148510,1
1529,1148510,2
1530,1148530,1
1531,1148530,2
1532,1148540,1
1533,1148540,2
1534,1147710,1
1535,1147760,1
1536,1147760,3
1537,1147840,1
1538,1147850,1
1539,1147940,1
1540,1147940,2
1541,1147940,3
1542,1147960,1
1543,1147970,1
1544,1147980,1
1545,1148000,1
1546,1148010,1
1547,1147370,1
1548,706200,1
1549,706240,1
1550,706240,2
1551,706280,1
1552,706320,1
1553,706330,1
1554,706350,1
1555,706370,1
1556,706380,1
1557,706390,1
1558,706440,1
1559,706490,1
1560,706520,1
1561,706560,1
1562,706560,2
1563,706570,1
1564,705700,1
1565,705710,1
1566,705710,2
1567,705710,3
1568,705750,1
1569,705750,2
1570,705750,3
1571,705770,1
1572,705780,1
1573,705780,2
1574,705800,1
1575,705800,3
1576,705870,1
1577,705920,1
1578,705930,1
1579,706010,1
1580,706020,1
1581,706030,1
1582,706130,1
1583,706130,2
1584,705210,1
1585,705210,3
1586,705230,1
1587,705240,1
1588,705250,1
1589,705250,2
1590,705250,3
1591,705260,1
1592,705280,1
1593,705290,1
1594,705300,1
1595,705300,2
1596,705300,3
1597,705340,1
1598,705380,1
1599,705390,1
1600,705440,1
1601,705450,1
1602,705500,1
1603,705500,2
1604,705500,3
1605,706510,1
1606,706510,2
1607,706510,3
1608,1197280,1
1609,1196320,1
1610,1190840,1
1611,1188100,1
1612,1184480,1
1613,1179220,1
1614,1176560,1
1615,1174900,1
1616,1170750,1
1617,1170750,3
1618,1166780,1
1619,1165610,1
1620,1165610,2
1621,1165920,1
1622,1165920,2
1623,1165920,3
1624,1164410,1
1625,1164410,3
1626,1161440,1
1627,1160490,1
1628,1154720,1
1629,1153540,1
1630,1152890,1
1631,506030,1
1632,506090,1
1633,506090,2
1634,506090,3
1635,506140,1
1636,506150,1
1637,506150,2
1638,506150,3
1639,506160,1
1640,506260,1
1641,506470,1
1642,506470,2
1643,506470,3
1644,506500,1
1645,506500,2
1646,506500,3
1647,506510,1
1648,506510,2
1649,506510,3
1650,505550,1
1651,505630,1
1652,505630,2
1653,505640,1
1654,505640,2
1655,505660,1
1656,505680,1
1657,505700,1
1658,505730,1
1659,505730,2
1660,505730,3
1661,505750,1
1662,505750,2
1663,505070,1
1664,505080,1
1665,505090,1
1666,505110,1
1667,505120,1
1668,505140,1
1669,505170,1
1670,505210,1
1671,505210,2
1672,505210,3
