game_id,genre_id
1166600,3
1166730,4
1166730,23
1166740,25
1166740,23
1166760,4
1166760,23
1166760,28
1166800,25
1166800,23
1166800,3
1166840,25
1166840,23
1166840,3
1166110,4
1166110,28
1166120,4
1166130,1
1166130,25
1166130,3
1166130,2
1166230,23
1166230,2
1166240,4
1166250,4
1166290,25
1166290,4
1166290,23
1166290,28
1166290,2
1166320,4
1166320,23
1166320,2
1166350,25
1166350,4
1166350,23
1166350,2
1165740,4
1165740,23
1165750,23
1165750,3
1165820,1
1165820,23
1165830,1
1165830,25
1165830,23
1165840,25
1165840,23
1165860,4
1165870,1
1165870,25
1165870,70
1165910,23
1165960,1
1165960,23
1166000,4
1166000,28
1166000,2
1166100,1
1166100,25
1166100,4
1166100,23
1165140,4
1165140,23
1165180,25
1165180,23
1165180,3
1165270,25
1165270,4
1165270,23
1165280,4
1165280,23
1165350,25
1165350,4
1165350,23
1165350,3
1165350,28
1165350,2
1165380,25
1165380,4
1165380,23
1165400,1
1165400,23
1165400,2
1165420,4
1165460,25
1165460,4
1165460,23
1165460,70
1165490,23
1165540,25
1165540,4
1165540,23
1165540,3
1165540,2
1165590,25
1165590,23
1164660,1
1164660,23
1164690,25
1164690,3
1164690,70
1164740,23
1164750,1
1164750,23
1164750,28
1164910,25
1164910,23
1164930,1
1164930,25
1164930,23
1164970,23
1164970,70
1164990,1
1164990,25
1164990,23
1165020,25
1165020,4
1165020,23
1165090,4
1165100,4
1164290,1
1164290,25
1164290,23
1164290,3
1164310,25
1164310,4
1164310,23
1164330,4
1164330,23
1164330,28
1164330,2
1164440,4
1164440,23
1164440,9
1164440,28
1164440,18
1164470,4
1164470,23
1164520,1
1164520,25
1164520,23
1164520,3
1164550,4
1164550,23
1164550,18
1163730,1
1163730,9
1163730,28
1163910,1
1163910,23
1163950,1
1163950,25
1163950,4
1163950,23
1163950,28
1163960,25
1163960,4
1163980,1
1163980,4
1163990,23
1164000,25
1164000,4
1164000,23
1164010,57
1164050,25
1164050,4
1164050,23
1164060,1
1164060,25
1164060,4
